F:\env\Python37\python.exe F:/machinelearning/vision/need-for-auto-speed/percept/speed-estimate/speedmeter_estimate.py
2020-06-21 23:33:05,341 INFO 76 using device: cuda
2020-06-21 23:33:06,916 INFO 79 dataset init finished with size: 139
2020-06-21 23:34:01,694 INFO 92 epoch 67, batch 0, MAELoss = 0.6511269211769104 (label: [213, 156, 175, 67], predict: [142, 465, 525, 967])
2020-06-21 23:34:01,774 INFO 92 epoch 67, batch 1, MAELoss = 0.6602250933647156 (label: [122, 0, 106, 182], predict: [925, 0, 967, 235])
2020-06-21 23:34:02,498 INFO 92 epoch 68, batch 0, MAELoss = 0.6453399658203125 (label: [119, 142, 132, 206], predict: [129, 114, 188, 207])
2020-06-21 23:34:02,574 INFO 92 epoch 68, batch 1, MAELoss = 0.6540712118148804 (label: [0, 99, 171, 31], predict: [0, 493, 771, 849])
2020-06-21 23:34:03,294 INFO 92 epoch 69, batch 0, MAELoss = 0.6450583934783936 (label: [137, 96, 119, 70], predict: [138, 390, 119, 533])
2020-06-21 23:34:03,373 INFO 92 epoch 69, batch 1, MAELoss = 0.6519916653633118 (label: [208, 125, 43, 45], predict: [235, 128, 0, 63])
2020-06-21 23:34:04,089 INFO 92 epoch 70, batch 0, MAELoss = 0.6419939398765564 (label: [61, 156, 208, 205], predict: [61, 856, 235, 235])
2020-06-21 23:34:04,165 INFO 92 epoch 70, batch 1, MAELoss = 0.664840817451477 (label: [74, 106, 118, 132], predict: [90, 286, 899, 128])
2020-06-21 23:34:04,901 INFO 92 epoch 71, batch 0, MAELoss = 0.6399450898170471 (label: [105, 126, 71, 143], predict: [136, 122, 71, 146])
2020-06-21 23:34:04,979 INFO 92 epoch 71, batch 1, MAELoss = 0.6513961553573608 (label: [106, 126, 142, 93], predict: [609, 414, 146, 73])
2020-06-21 23:34:05,690 INFO 92 epoch 72, batch 0, MAELoss = 0.6377272009849548 (label: [239, 153, 136, 106], predict: [539, 585, 495, 286])
2020-06-21 23:34:05,770 INFO 92 epoch 72, batch 1, MAELoss = 0.6672294735908508 (label: [125, 208, 119, 94], predict: [880, 235, 121, 674])
2020-06-21 23:34:06,483 INFO 92 epoch 73, batch 0, MAELoss = 0.6386737823486328 (label: [40, 85, 1, 151], predict: [74, 595, 1, 167])
2020-06-21 23:34:06,558 INFO 92 epoch 73, batch 1, MAELoss = 0.6400824189186096 (label: [235, 150, 20, 157], predict: [127, 249, 64, 182])
2020-06-21 23:34:07,271 INFO 92 epoch 74, batch 0, MAELoss = 0.636387288570404 (label: [40, 175, 137, 113], predict: [393, 285, 136, 112])
2020-06-21 23:34:07,347 INFO 92 epoch 74, batch 1, MAELoss = 0.6596371531486511 (label: [128, 152, 132, 114], predict: [222, 172, 863, 164])
2020-06-21 23:34:08,058 INFO 92 epoch 75, batch 0, MAELoss = 0.6350668668746948 (label: [124, 126, 142, 40], predict: [112, 137, 911, 749])
2020-06-21 23:34:08,134 INFO 92 epoch 75, batch 1, MAELoss = 0.6426166892051697 (label: [61, 156, 139, 141], predict: [61, 186, 533, 641])
2020-06-21 23:34:08,857 INFO 92 epoch 76, batch 0, MAELoss = 0.6316649317741394 (label: [90, 106, 64, 137], predict: [90, 116, 44, 132])
